STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00401790,"CLARKSVILLE WWTP, TN US",1/1/1980,,,2,,4.4,0.6,0.6,
USC00401790,"CLARKSVILLE WWTP, TN US",1/2/1980,,,0,,7.8,-5.6,-1.7,
USC00401790,"CLARKSVILLE WWTP, TN US",1/3/1980,,,0.8,,9.4,-1.7,0.6,
USC00401790,"CLARKSVILLE WWTP, TN US",1/4/1980,,,13.2,,3.3,-0.6,0,
USC00401790,"CLARKSVILLE WWTP, TN US",1/5/1980,,,0,,2.8,-4.4,-2.2,
USC00401790,"CLARKSVILLE WWTP, TN US",1/6/1980,,,0,,1.7,-6.7,-2.8,
USC00401790,"CLARKSVILLE WWTP, TN US",1/7/1980,,,5.1,,8.3,-2.8,0.6,
USC00401790,"CLARKSVILLE WWTP, TN US",1/8/1980,,,0,,8.9,-3.9,-2.8,
USC00401790,"CLARKSVILLE WWTP, TN US",1/9/1980,,,0,,7.2,-3.3,-1.1,
USC00401790,"CLARKSVILLE WWTP, TN US",1/10/1980,,,0,,6.1,-5.6,-1.1,
USC00401790,"CLARKSVILLE WWTP, TN US",1/11/1980,,,8.6,,13.9,-1.1,1.7,
USC00401790,"CLARKSVILLE WWTP, TN US",1/12/1980,,,1.5,,15,-7.8,-2.8,
USC00401790,"CLARKSVILLE WWTP, TN US",1/13/1980,,,0,,10,-2.8,2.8,
USC00401790,"CLARKSVILLE WWTP, TN US",1/14/1980,,,0.5,,14.4,1.1,3.3,
USC00401790,"CLARKSVILLE WWTP, TN US",1/15/1980,,,0,,14.4,3.3,5.6,
USC00401790,"CLARKSVILLE WWTP, TN US",1/16/1980,,,0.8,,13.3,5.6,8.9,
USC00401790,"CLARKSVILLE WWTP, TN US",1/17/1980,,,6.9,,14.4,6.1,7.8,
USC00401790,"CLARKSVILLE WWTP, TN US",1/18/1980,,,0,,15.6,2.8,6.7,
USC00401790,"CLARKSVILLE WWTP, TN US",1/19/1980,,,0,,14.4,-4.4,-1.1,
USC00401790,"CLARKSVILLE WWTP, TN US",1/20/1980,,,0,,16.7,-1.1,5.6,
USC00401790,"CLARKSVILLE WWTP, TN US",1/21/1980,,,0,,12.2,-3.3,-0.6,
USC00401790,"CLARKSVILLE WWTP, TN US",1/22/1980,,,5.8,,7.2,-0.6,4.4,
USC00401790,"CLARKSVILLE WWTP, TN US",1/23/1980,,,0.5,,6.1,-5.6,-1.1,
USC00401790,"CLARKSVILLE WWTP, TN US",1/24/1980,,,0,,8.9,-7.8,4.4,
USC00401790,"CLARKSVILLE WWTP, TN US",1/25/1980,,,0,,16.7,2.8,4.4,
USC00401790,"CLARKSVILLE WWTP, TN US",1/26/1980,,,0,,13.3,0,2.2,
USC00401790,"CLARKSVILLE WWTP, TN US",1/27/1980,,,0,,8.3,0,0,
USC00401790,"CLARKSVILLE WWTP, TN US",1/28/1980,,,0,,1.7,-3.3,-3.3,
USC00401790,"CLARKSVILLE WWTP, TN US",1/29/1980,,,0,,0,-6.1,-5.6,
USC00401790,"CLARKSVILLE WWTP, TN US",1/30/1980,,,0,,1.1,-5.6,-5,
USC00401790,"CLARKSVILLE WWTP, TN US",1/31/1980,,,0,,-3.3,-7.2,-6.1,
USC00401790,"CLARKSVILLE WWTP, TN US",2/1/1980,,,0,,-1.1,-11.1,-9.4,
USC00401790,"CLARKSVILLE WWTP, TN US",2/2/1980,,,0,,-2.8,-15,-10,
USC00401790,"CLARKSVILLE WWTP, TN US",2/3/1980,,,0,,1.1,-10,-4.4,
USC00401790,"CLARKSVILLE WWTP, TN US",2/4/1980,,,0,,1.7,-13.3,-6.7,
USC00401790,"CLARKSVILLE WWTP, TN US",2/5/1980,,,0.8,,1.1,-7.2,-3.9,
USC00401790,"CLARKSVILLE WWTP, TN US",2/6/1980,,,5.6,,1.1,-4.4,-3.3,
USC00401790,"CLARKSVILLE WWTP, TN US",2/7/1980,,,0,,-0.6,-3.9,-1.7,
USC00401790,"CLARKSVILLE WWTP, TN US",2/8/1980,,,0.5,,3.9,-3.9,-2.8,
USC00401790,"CLARKSVILLE WWTP, TN US",2/9/1980,,,3,,0.6,-2.8,-2.2,
USC00401790,"CLARKSVILLE WWTP, TN US",2/10/1980,,,0,,0.6,-5,-3.3,
USC00401790,"CLARKSVILLE WWTP, TN US",2/11/1980,,,0,,3.3,-11.1,-6.1,
USC00401790,"CLARKSVILLE WWTP, TN US",2/12/1980,,,0,,6.1,-10.6,-4.4,
USC00401790,"CLARKSVILLE WWTP, TN US",2/13/1980,,,0,,2.2,-12.8,-4.4,
USC00401790,"CLARKSVILLE WWTP, TN US",2/14/1980,,,0,,10.6,-6.1,1.7,
USC00401790,"CLARKSVILLE WWTP, TN US",2/15/1980,,,0.3,,14.4,-1.7,5,
USC00401790,"CLARKSVILLE WWTP, TN US",2/16/1980,,,21.1,,11.1,-2.8,-2.8,
USC00401790,"CLARKSVILLE WWTP, TN US",2/17/1980,,,0,,3.9,-12.2,-9.4,
USC00401790,"CLARKSVILLE WWTP, TN US",2/18/1980,,,0,,1.1,-12.8,-5.6,
USC00401790,"CLARKSVILLE WWTP, TN US",2/19/1980,,,0,,9.4,-5.6,6.1,
USC00401790,"CLARKSVILLE WWTP, TN US",2/20/1980,,,4.3,,9.4,5,7.2,
USC00401790,"CLARKSVILLE WWTP, TN US",2/21/1980,,,1.5,,11.7,7.2,10.6,
USC00401790,"CLARKSVILLE WWTP, TN US",2/22/1980,,,0.8,,20,6.7,12.8,
USC00401790,"CLARKSVILLE WWTP, TN US",2/23/1980,,,3.8,,20.6,4.4,9.4,
USC00401790,"CLARKSVILLE WWTP, TN US",2/24/1980,,,0,,14.4,2.8,3.9,
USC00401790,"CLARKSVILLE WWTP, TN US",2/25/1980,,,0,,8.9,1.1,3.3,
USC00401790,"CLARKSVILLE WWTP, TN US",2/26/1980,,,2,,6.7,-9.4,-6.7,
USC00401790,"CLARKSVILLE WWTP, TN US",2/27/1980,,,0,,3.9,-7.2,2.2,
USC00401790,"CLARKSVILLE WWTP, TN US",2/28/1980,,,0,,14.4,0,13.3,
USC00401790,"CLARKSVILLE WWTP, TN US",2/29/1980,,,0,,21.7,-3.9,-2.2,
USC00401790,"CLARKSVILLE WWTP, TN US",3/1/1980,,,8.6,,10,-10,-9.4,
USC00401790,"CLARKSVILLE WWTP, TN US",3/2/1980,,,0,,-7.8,-14.4,-8.9,
USC00401790,"CLARKSVILLE WWTP, TN US",3/3/1980,,,0,,-2.8,-17.8,-8.9,
USC00401790,"CLARKSVILLE WWTP, TN US",3/4/1980,,,0,,6.1,-8.3,3.9,
USC00401790,"CLARKSVILLE WWTP, TN US",3/5/1980,,,15.5,,11.7,4.4,5.6,
USC00401790,"CLARKSVILLE WWTP, TN US",3/6/1980,,,0.3,,9.4,-6.7,-1.1,
USC00401790,"CLARKSVILLE WWTP, TN US",3/7/1980,,,0,,15,-1.1,,
USC00401790,"CLARKSVILLE WWTP, TN US",3/8/1980,,,16.3,,18.3,10.6,12.2,
USC00401790,"CLARKSVILLE WWTP, TN US",3/9/1980,,,0,,19.4,2.2,3.9,
USC00401790,"CLARKSVILLE WWTP, TN US",3/10/1980,,,0,,15,-2.2,5.6,
USC00401790,"CLARKSVILLE WWTP, TN US",3/11/1980,,,0,,20.6,-6.7,-0.6,
USC00401790,"CLARKSVILLE WWTP, TN US",3/12/1980,,,3.3,,10.6,-0.6,0,
USC00401790,"CLARKSVILLE WWTP, TN US",3/13/1980,,,1.8,,8.9,0,5,
USC00401790,"CLARKSVILLE WWTP, TN US",3/14/1980,,,0.5,,8.9,0.6,2.2,
USC00401790,"CLARKSVILLE WWTP, TN US",3/15/1980,,,0,,13.3,-5,7.8,
USC00401790,"CLARKSVILLE WWTP, TN US",3/16/1980,,,0,,21.7,5.6,14.4,
USC00401790,"CLARKSVILLE WWTP, TN US",3/17/1980,,,21.8,,16.1,11.7,13.3,
USC00401790,"CLARKSVILLE WWTP, TN US",3/18/1980,,,4.1,,15.6,-3.3,2.2,
USC00401790,"CLARKSVILLE WWTP, TN US",3/19/1980,,,0,,12.2,-3.9,3.3,
USC00401790,"CLARKSVILLE WWTP, TN US",3/20/1980,,,20.8,,14.4,-3.9,10,
USC00401790,"CLARKSVILLE WWTP, TN US",3/21/1980,,,16.8,,15.6,4.4,5.6,
USC00401790,"CLARKSVILLE WWTP, TN US",3/22/1980,,,0.3,,11.7,-2.8,5,
USC00401790,"CLARKSVILLE WWTP, TN US",3/23/1980,,,0,,14.4,0,7.2,
USC00401790,"CLARKSVILLE WWTP, TN US",3/24/1980,,,13,,15.6,7.8,14.4,
USC00401790,"CLARKSVILLE WWTP, TN US",3/25/1980,,,0,,17.2,3.3,4.4,
USC00401790,"CLARKSVILLE WWTP, TN US",3/26/1980,,,0,,7.2,2.2,6.1,
USC00401790,"CLARKSVILLE WWTP, TN US",3/27/1980,,,0,,11.7,-2.8,6.7,
USC00401790,"CLARKSVILLE WWTP, TN US",3/28/1980,,,,,16.7,6.7,10,
USC00401790,"CLARKSVILLE WWTP, TN US",3/29/1980,,,2.5,,17.2,4.4,13.9,
USC00401790,"CLARKSVILLE WWTP, TN US",3/30/1980,,,4.6,,15.6,9.4,,
USC00401790,"CLARKSVILLE WWTP, TN US",3/31/1980,,,0.5,,19.4,8.3,8.9,
USC00401790,"CLARKSVILLE WWTP, TN US",4/1/1980,,,0,,,,8.9,
USC00401790,"CLARKSVILLE WWTP, TN US",4/2/1980,,,0,,20,2.8,12.8,
USC00401790,"CLARKSVILLE WWTP, TN US",4/3/1980,,,4.1,,26.7,7.8,13.9,
USC00401790,"CLARKSVILLE WWTP, TN US",4/4/1980,,,14.2,,19.4,7.8,7.8,
USC00401790,"CLARKSVILLE WWTP, TN US",4/5/1980,,,0,,12.2,-2.2,8.3,
USC00401790,"CLARKSVILLE WWTP, TN US",4/6/1980,,,0,,17.2,-1.1,10.6,
USC00401790,"CLARKSVILLE WWTP, TN US",4/7/1980,,,1,,21.1,11.1,15,
USC00401790,"CLARKSVILLE WWTP, TN US",4/8/1980,,,24.1,,25,13.9,17.2,
USC00401790,"CLARKSVILLE WWTP, TN US",4/9/1980,,,0,,21.1,7.8,13.9,
USC00401790,"CLARKSVILLE WWTP, TN US",4/10/1980,,,0,,18.9,2.2,12.2,
USC00401790,"CLARKSVILLE WWTP, TN US",4/11/1980,,,0,,21.7,2.2,13.9,
USC00401790,"CLARKSVILLE WWTP, TN US",4/12/1980,,,7.9,,19.4,8.9,8.9,
USC00401790,"CLARKSVILLE WWTP, TN US",4/13/1980,,,3,,13.3,5,5.6,
USC00401790,"CLARKSVILLE WWTP, TN US",4/14/1980,,,25.4,,8.3,3.3,3.9,
USC00401790,"CLARKSVILLE WWTP, TN US",4/15/1980,,,1,,7.2,2.2,7.8,
USC00401790,"CLARKSVILLE WWTP, TN US",4/16/1980,,,0,,16.1,-1.7,10,
USC00401790,"CLARKSVILLE WWTP, TN US",4/17/1980,,,0,,17.8,-1.1,12.8,
USC00401790,"CLARKSVILLE WWTP, TN US",4/18/1980,,,0,,23.9,4.4,15.6,
USC00401790,"CLARKSVILLE WWTP, TN US",4/19/1980,,,0,,24.4,1.1,15.6,
USC00401790,"CLARKSVILLE WWTP, TN US",4/20/1980,,,0,,26.1,2.8,15,
USC00401790,"CLARKSVILLE WWTP, TN US",4/21/1980,,,0,,27.2,7.2,15.6,
USC00401790,"CLARKSVILLE WWTP, TN US",4/22/1980,,,0,,27.8,6.1,17.2,
USC00401790,"CLARKSVILLE WWTP, TN US",4/23/1980,,,0,,32.2,9.4,23.3,
USC00401790,"CLARKSVILLE WWTP, TN US",4/24/1980,,,0,,31.7,8.9,18.3,
USC00401790,"CLARKSVILLE WWTP, TN US",4/25/1980,,,2.3,,26.1,4.4,7.2,
USC00401790,"CLARKSVILLE WWTP, TN US",4/26/1980,,,5.3,,11.1,7.2,10,
USC00401790,"CLARKSVILLE WWTP, TN US",4/27/1980,,,7.9,,15,8.3,8.9,
USC00401790,"CLARKSVILLE WWTP, TN US",4/28/1980,,,0.5,,16.7,6.7,11.1,
USC00401790,"CLARKSVILLE WWTP, TN US",4/29/1980,,,0,,18.3,6.7,9.4,
USC00401790,"CLARKSVILLE WWTP, TN US",4/30/1980,,,2,,14.4,8.3,10,
USC00401790,"CLARKSVILLE WWTP, TN US",5/1/1980,,,0.3,,18.3,6.7,13.9,
USC00401790,"CLARKSVILLE WWTP, TN US",5/2/1980,,,0,,21.7,6.1,11.7,
USC00401790,"CLARKSVILLE WWTP, TN US",5/3/1980,,,0,,23.9,8.3,12.8,
USC00401790,"CLARKSVILLE WWTP, TN US",5/4/1980,,,0,,24.4,6.1,11.7,
USC00401790,"CLARKSVILLE WWTP, TN US",5/5/1980,,,0,,27.2,9.4,16.1,
USC00401790,"CLARKSVILLE WWTP, TN US",5/6/1980,,,0,,28.9,7.8,13.3,
USC00401790,"CLARKSVILLE WWTP, TN US",5/7/1980,,,0,,30,7.2,15,
USC00401790,"CLARKSVILLE WWTP, TN US",5/8/1980,,,0,,24.4,7.2,13.9,
USC00401790,"CLARKSVILLE WWTP, TN US",5/9/1980,,,0,,20,0,11.1,
USC00401790,"CLARKSVILLE WWTP, TN US",5/10/1980,,,0,,21.1,1.7,11.1,
USC00401790,"CLARKSVILLE WWTP, TN US",5/11/1980,,,0,,27.2,11.7,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",5/12/1980,,,0,,25.6,16.1,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",5/13/1980,,,6.4,,27.8,17.2,20.6,
USC00401790,"CLARKSVILLE WWTP, TN US",5/14/1980,,,0.8,,29.4,7.8,8.9,
USC00401790,"CLARKSVILLE WWTP, TN US",5/15/1980,,,0,,20,5.6,13.3,
USC00401790,"CLARKSVILLE WWTP, TN US",5/16/1980,,,0.3,,23.3,13.3,14.4,
USC00401790,"CLARKSVILLE WWTP, TN US",5/17/1980,,,23.4,,21.7,14.4,18.3,
USC00401790,"CLARKSVILLE WWTP, TN US",5/18/1980,,,16.5,,19.4,12.8,18.3,
USC00401790,"CLARKSVILLE WWTP, TN US",5/19/1980,,,6.4,,28.3,15,18.3,
USC00401790,"CLARKSVILLE WWTP, TN US",5/20/1980,,,0,,24.4,13.3,19.4,
USC00401790,"CLARKSVILLE WWTP, TN US",5/21/1980,,,0,,25,10.6,15.6,
USC00401790,"CLARKSVILLE WWTP, TN US",5/22/1980,,,0,,26.7,13.3,17.2,
USC00401790,"CLARKSVILLE WWTP, TN US",5/23/1980,,,37.8,,23.3,15.6,18.3,
USC00401790,"CLARKSVILLE WWTP, TN US",5/24/1980,,,6.4,,26.1,13.3,16.7,
USC00401790,"CLARKSVILLE WWTP, TN US",5/25/1980,,,1.3,,25.6,13.9,20,
USC00401790,"CLARKSVILLE WWTP, TN US",5/26/1980,,,0,,28.3,14.4,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",5/27/1980,,,0,,27.8,8.3,18.3,
USC00401790,"CLARKSVILLE WWTP, TN US",5/28/1980,,,0,,28.3,11.1,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",5/29/1980,,,0,,31.1,14.4,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",5/30/1980,,,3.8,,30.6,17.2,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",5/31/1980,,,0,,28.9,16.7,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",6/1/1980,,,0.5,,27.8,17.8,25,
USC00401790,"CLARKSVILLE WWTP, TN US",6/2/1980,,,0,,30.6,21.1,24.4,
USC00401790,"CLARKSVILLE WWTP, TN US",6/3/1980,,,0,,31.1,20.6,24.4,
USC00401790,"CLARKSVILLE WWTP, TN US",6/4/1980,,,0,,31.1,18.3,22.8,
USC00401790,"CLARKSVILLE WWTP, TN US",6/5/1980,,,0,,29.4,17.2,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",6/6/1980,,,0,,33.3,19.4,25,
USC00401790,"CLARKSVILLE WWTP, TN US",6/7/1980,,,0,,32.8,21.7,27.2,
USC00401790,"CLARKSVILLE WWTP, TN US",6/8/1980,,,0,,33.3,21.1,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",6/9/1980,,,0,,31.7,7.8,13.9,
USC00401790,"CLARKSVILLE WWTP, TN US",6/10/1980,,,0,,26.1,11.1,17.8,
USC00401790,"CLARKSVILLE WWTP, TN US",6/11/1980,,,0,,30,10.6,16.7,
USC00401790,"CLARKSVILLE WWTP, TN US",6/12/1980,,,0,,24.4,6.7,16.7,
USC00401790,"CLARKSVILLE WWTP, TN US",6/13/1980,,,0,,28.9,10,17.8,
USC00401790,"CLARKSVILLE WWTP, TN US",6/14/1980,,,0,,32.2,14.4,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",6/15/1980,,,0,,33.9,16.7,25.6,
USC00401790,"CLARKSVILLE WWTP, TN US",6/16/1980,,,0,,33.9,22.2,25,
USC00401790,"CLARKSVILLE WWTP, TN US",6/17/1980,,,5.6,,28.3,13.9,17.2,
USC00401790,"CLARKSVILLE WWTP, TN US",6/18/1980,,,0.5,,26.7,16.7,18.9,
USC00401790,"CLARKSVILLE WWTP, TN US",6/19/1980,,,0,,29.4,13.9,18.9,
USC00401790,"CLARKSVILLE WWTP, TN US",6/20/1980,,,1.5,,32.8,11.7,13.9,
USC00401790,"CLARKSVILLE WWTP, TN US",6/21/1980,,,0,,26.7,15,20,
USC00401790,"CLARKSVILLE WWTP, TN US",6/22/1980,,,0,,31.1,13.3,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",6/23/1980,,,0.8,,32.8,21.1,22.8,
USC00401790,"CLARKSVILLE WWTP, TN US",6/24/1980,,,1.3,,30.6,20,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",6/25/1980,,,0,,28.3,15.6,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",6/26/1980,,,0,,33.3,17.2,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",6/27/1980,,,0,,35,20.6,24.4,
USC00401790,"CLARKSVILLE WWTP, TN US",6/28/1980,,,0,,36.7,19.4,28.9,
USC00401790,"CLARKSVILLE WWTP, TN US",6/29/1980,,,60.7,,36.7,18.3,19.4,
USC00401790,"CLARKSVILLE WWTP, TN US",6/30/1980,,,6.6,,28.9,16.7,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",7/1/1980,,,0,,30.6,15.6,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",7/2/1980,,,0,,34.4,22.2,28.3,
USC00401790,"CLARKSVILLE WWTP, TN US",7/3/1980,,,5.6,,37.2,21.1,23.3,
USC00401790,"CLARKSVILLE WWTP, TN US",7/4/1980,,,5.1,,26.7,18.3,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",7/5/1980,,,0,,33.9,22.2,27.8,
USC00401790,"CLARKSVILLE WWTP, TN US",7/6/1980,,,0,,35,23.3,29.4,
USC00401790,"CLARKSVILLE WWTP, TN US",7/7/1980,,,0,,35.6,20,24.4,
USC00401790,"CLARKSVILLE WWTP, TN US",7/8/1980,,,0,,36.1,23.9,28.9,
USC00401790,"CLARKSVILLE WWTP, TN US",7/9/1980,,,0,,37.8,23.3,27.8,
USC00401790,"CLARKSVILLE WWTP, TN US",7/10/1980,,,0,,37.2,25,28.9,
USC00401790,"CLARKSVILLE WWTP, TN US",7/11/1980,,,0,,35.6,25,27.8,
USC00401790,"CLARKSVILLE WWTP, TN US",7/12/1980,,,1,,37.2,22.8,27.8,
USC00401790,"CLARKSVILLE WWTP, TN US",7/13/1980,,,0,,38.9,22.8,30,
USC00401790,"CLARKSVILLE WWTP, TN US",7/14/1980,,,0,,36.7,20.6,25.6,
USC00401790,"CLARKSVILLE WWTP, TN US",7/15/1980,,,0,,37.2,22.2,27.8,
USC00401790,"CLARKSVILLE WWTP, TN US",7/16/1980,,,0,,40.6,21.7,27.8,
USC00401790,"CLARKSVILLE WWTP, TN US",7/17/1980,,,5.1,,40,23.3,28.3,
USC00401790,"CLARKSVILLE WWTP, TN US",7/18/1980,,,0,,35.6,16.1,22.8,
USC00401790,"CLARKSVILLE WWTP, TN US",7/19/1980,,,0,,36.1,17.2,27.2,
USC00401790,"CLARKSVILLE WWTP, TN US",7/20/1980,,,0,,38.9,21.7,28.9,
USC00401790,"CLARKSVILLE WWTP, TN US",7/21/1980,,,0,,35,21.1,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",7/22/1980,,,2.8,,,,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",7/23/1980,,,32.3,,26.7,18.9,20.6,
USC00401790,"CLARKSVILLE WWTP, TN US",7/24/1980,,,0,,31.1,15,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",7/25/1980,,,0,,30.6,16.1,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",7/26/1980,,,0,,33.9,19.4,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",7/27/1980,,,0,,34.4,21.1,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",7/28/1980,,,2.8,,,21.1,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",7/29/1980,,,0,,31.1,19.4,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",7/30/1980,,,0,,33.3,18.3,23.3,
USC00401790,"CLARKSVILLE WWTP, TN US",7/31/1980,,,0,,36.7,19.4,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",8/1/1980,,,0,,38.9,20.6,23.3,
USC00401790,"CLARKSVILLE WWTP, TN US",8/2/1980,,,0,,36.7,21.7,26.7,
USC00401790,"CLARKSVILLE WWTP, TN US",8/3/1980,,,4.6,,35.6,20,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",8/4/1980,,,0,,31.7,21.1,24.4,
USC00401790,"CLARKSVILLE WWTP, TN US",8/5/1980,,,25.7,,30.6,19.4,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",8/6/1980,,,20.6,,37.2,20,22.8,
USC00401790,"CLARKSVILLE WWTP, TN US",8/7/1980,,,0,,34.4,20.6,24.4,
USC00401790,"CLARKSVILLE WWTP, TN US",8/8/1980,,,0,,36.1,21.1,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",8/9/1980,,,0,,37.2,21.7,25.6,
USC00401790,"CLARKSVILLE WWTP, TN US",8/10/1980,,,0,,37.8,22.2,26.7,
USC00401790,"CLARKSVILLE WWTP, TN US",8/11/1980,,,0,,37.2,22.2,25.6,
USC00401790,"CLARKSVILLE WWTP, TN US",8/12/1980,,,10.4,,36.7,20,23.3,
USC00401790,"CLARKSVILLE WWTP, TN US",8/13/1980,,,0,,31.7,17.8,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",8/14/1980,,,0,,34.4,20,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",8/15/1980,,,6.6,,33.3,21.1,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",8/16/1980,,,0.8,,32.8,21.7,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",8/17/1980,,,0,,35.6,21.1,25,
USC00401790,"CLARKSVILLE WWTP, TN US",8/18/1980,,,0,,36.7,23.3,25,
USC00401790,"CLARKSVILLE WWTP, TN US",8/19/1980,,,3.8,,35.6,22.2,25,
USC00401790,"CLARKSVILLE WWTP, TN US",8/20/1980,,,4.3,,35.6,21.7,25,
USC00401790,"CLARKSVILLE WWTP, TN US",8/21/1980,,,0,,36.7,21.1,26.1,
USC00401790,"CLARKSVILLE WWTP, TN US",8/22/1980,,,0,,37.2,16.1,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",8/23/1980,,,0,,32.8,14.4,20,
USC00401790,"CLARKSVILLE WWTP, TN US",8/24/1980,,,0,,31.7,14.4,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",8/25/1980,,,0,,33.3,15.6,20,
USC00401790,"CLARKSVILLE WWTP, TN US",8/26/1980,,,0,,35,17.2,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",8/27/1980,,,0,,36.1,18.3,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",8/28/1980,,,0,,35.6,19.4,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",8/29/1980,,,1.8,,35.6,20,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",8/30/1980,,,13.7,,31.1,18.3,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",8/31/1980,,,0.3,,32.8,20,23.3,
USC00401790,"CLARKSVILLE WWTP, TN US",9/1/1980,,,0,,33.9,20.6,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",9/2/1980,,,0,,36.1,20.6,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",9/3/1980,,,5.8,,34.4,18.9,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",9/4/1980,,,0,,34.4,20,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",9/5/1980,,,0.8,,35.6,18.3,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",9/6/1980,,,0,,35,18.9,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",9/7/1980,,,1.3,,37.2,20,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",9/8/1980,,,0,,37.2,17.8,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",9/9/1980,,,0,,37.2,19.4,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",9/10/1980,,,0,,37.2,19.4,19.4,
USC00401790,"CLARKSVILLE WWTP, TN US",9/11/1980,,,0,,30,10,15.6,
USC00401790,"CLARKSVILLE WWTP, TN US",9/12/1980,,,0,,32.2,12.8,18.3,
USC00401790,"CLARKSVILLE WWTP, TN US",9/13/1980,,,0,,35.6,18.3,22.8,
USC00401790,"CLARKSVILLE WWTP, TN US",9/14/1980,,,0,,37.2,19.4,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",9/15/1980,,,0,,36.7,14.4,17.8,
USC00401790,"CLARKSVILLE WWTP, TN US",9/16/1980,,,0,,35.6,13.9,17.8,
USC00401790,"CLARKSVILLE WWTP, TN US",9/17/1980,,,16,,31.1,16.7,17.2,
USC00401790,"CLARKSVILLE WWTP, TN US",9/18/1980,,,0.3,,22.8,10,11.7,
USC00401790,"CLARKSVILLE WWTP, TN US",9/19/1980,,,0,,27.2,11.7,15,
USC00401790,"CLARKSVILLE WWTP, TN US",9/20/1980,,,0,,32.8,15.6,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",9/21/1980,,,0.3,,32.2,20.6,24.4,
USC00401790,"CLARKSVILLE WWTP, TN US",9/22/1980,,,18.5,,29.4,22.2,25,
USC00401790,"CLARKSVILLE WWTP, TN US",9/23/1980,,,49,,33.9,18.9,18.9,
USC00401790,"CLARKSVILLE WWTP, TN US",9/24/1980,,,0.5,,21.1,15,16.1,
USC00401790,"CLARKSVILLE WWTP, TN US",9/25/1980,,,27.4,,21.7,15.6,17.8,
USC00401790,"CLARKSVILLE WWTP, TN US",9/26/1980,,,1.3,,22.8,9.4,11.7,
USC00401790,"CLARKSVILLE WWTP, TN US",9/27/1980,,,0,,21.1,7.8,11.1,
USC00401790,"CLARKSVILLE WWTP, TN US",9/28/1980,,,0,,21.1,11.1,12.8,
USC00401790,"CLARKSVILLE WWTP, TN US",9/29/1980,,,0,,21.1,12.2,15.6,
USC00401790,"CLARKSVILLE WWTP, TN US",9/30/1980,,,0,,23.3,15.6,16.1,
USC00401790,"CLARKSVILLE WWTP, TN US",10/1/1980,,,0,,23.9,11.1,12.8,
USC00401790,"CLARKSVILLE WWTP, TN US",10/2/1980,,,0,,27.2,12.8,15,
USC00401790,"CLARKSVILLE WWTP, TN US",10/3/1980,,,0.3,,24.4,6.1,9.4,
