STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00401790,"CLARKSVILLE WWTP, TN US",4/14/1991,,,3.8,,24.4,17.2,17.8,
USC00401790,"CLARKSVILLE WWTP, TN US",4/15/1991,,,0,,23.9,10.6,10.6,
USC00401790,"CLARKSVILLE WWTP, TN US",4/16/1991,,,0,,28.9,7.2,12.2,
USC00401790,"CLARKSVILLE WWTP, TN US",4/17/1991,,,0,,29.4,8.9,14.4,
USC00401790,"CLARKSVILLE WWTP, TN US",4/18/1991,,,16.5,,26.7,11.1,17.2,
USC00401790,"CLARKSVILLE WWTP, TN US",4/19/1991,,,2.5,,25,12.8,13.3,
USC00401790,"CLARKSVILLE WWTP, TN US",4/20/1991,,,0,,13.9,10,10,
USC00401790,"CLARKSVILLE WWTP, TN US",4/21/1991,,,0,,16.1,8.3,8.9,
USC00401790,"CLARKSVILLE WWTP, TN US",4/22/1991,,,0,,17.8,5.6,11.7,
USC00401790,"CLARKSVILLE WWTP, TN US",4/23/1991,,,0,,22.2,10.6,13.3,
USC00401790,"CLARKSVILLE WWTP, TN US",4/24/1991,,,0,,20,7.2,8.9,
USC00401790,"CLARKSVILLE WWTP, TN US",4/25/1991,,,0,,26.1,7.8,15,
USC00401790,"CLARKSVILLE WWTP, TN US",4/26/1991,,,0,,27.2,14.4,20.6,
USC00401790,"CLARKSVILLE WWTP, TN US",4/27/1991,,,2.5,,22.2,15.6,16.1,
USC00401790,"CLARKSVILLE WWTP, TN US",4/28/1991,,,7.6,,23.9,16.1,18.9,
USC00401790,"CLARKSVILLE WWTP, TN US",4/29/1991,,,6.9,,21.1,15.6,15.6,
USC00401790,"CLARKSVILLE WWTP, TN US",4/30/1991,,,0,,27.8,12.8,13.3,
USC00401790,"CLARKSVILLE WWTP, TN US",5/1/1991,,,0,,22.8,10.6,10.6,
USC00401790,"CLARKSVILLE WWTP, TN US",5/2/1991,,,0,,26.7,6.1,11.7,
USC00401790,"CLARKSVILLE WWTP, TN US",5/3/1991,,,0.8,,26.7,6.1,16.1,
USC00401790,"CLARKSVILLE WWTP, TN US",5/4/1991,,,0.3,,26.7,6.7,18.3,
USC00401790,"CLARKSVILLE WWTP, TN US",5/5/1991,,,34.3,,24.4,16.1,16.1,
USC00401790,"CLARKSVILLE WWTP, TN US",5/6/1991,,,0,,18.3,6.7,9.4,
USC00401790,"CLARKSVILLE WWTP, TN US",5/7/1991,,,0,,26.7,7.2,13.3,
USC00401790,"CLARKSVILLE WWTP, TN US",5/8/1991,,,13.2,,25.6,11.7,15.6,
USC00401790,"CLARKSVILLE WWTP, TN US",5/9/1991,,,5.6,,26.1,15,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",5/10/1991,,,3.8,,25.6,17.2,20.6,
USC00401790,"CLARKSVILLE WWTP, TN US",5/11/1991,,,14.5,,27.8,18.9,20,
USC00401790,"CLARKSVILLE WWTP, TN US",5/12/1991,,,1.3,,28.9,17.8,17.8,
USC00401790,"CLARKSVILLE WWTP, TN US",5/13/1991,,,0,,26.1,17.8,17.2,
USC00401790,"CLARKSVILLE WWTP, TN US",5/14/1991,,,0,,30,17.2,20.6,
USC00401790,"CLARKSVILLE WWTP, TN US",5/15/1991,,,0,,32.2,17.8,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",5/16/1991,,,0,,29.4,20,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",5/17/1991,,,0,,32.2,19.4,23.3,
USC00401790,"CLARKSVILLE WWTP, TN US",5/18/1991,,,0,,30.6,20,22.8,
USC00401790,"CLARKSVILLE WWTP, TN US",5/19/1991,,,12.7,,26.7,21.7,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",5/20/1991,,,0,,25,20.6,20.6,
USC00401790,"CLARKSVILLE WWTP, TN US",5/21/1991,,,0,,28.9,18.9,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",5/22/1991,,,0,,28.9,18.3,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",5/23/1991,,,0,,30.6,18.9,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",5/24/1991,,,0,,26.7,18.9,18.9,
USC00401790,"CLARKSVILLE WWTP, TN US",5/25/1991,,,24.6,,24.4,18.9,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",5/26/1991,,,22.9,,30,21.7,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",5/27/1991,,,26.2,,25,20,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",5/28/1991,,,0,,24.4,22.2,24.4,
USC00401790,"CLARKSVILLE WWTP, TN US",5/29/1991,,,0,,28.9,21.1,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",5/30/1991,,,0,,31.7,21.7,23.3,
USC00401790,"CLARKSVILLE WWTP, TN US",5/31/1991,,,,,31.7,21.1,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",6/1/1991,,,4.1,,32.2,20.6,20.6,
USC00401790,"CLARKSVILLE WWTP, TN US",6/2/1991,,,0,,32.2,18.9,23.3,
USC00401790,"CLARKSVILLE WWTP, TN US",6/3/1991,,,0,,33.3,21.1,25,
USC00401790,"CLARKSVILLE WWTP, TN US",6/4/1991,,,0,,32.2,22.2,22.8,
USC00401790,"CLARKSVILLE WWTP, TN US",6/5/1991,,,0,,27.8,16.7,19.4,
USC00401790,"CLARKSVILLE WWTP, TN US",6/6/1991,,,0,,28.3,14.4,16.1,
USC00401790,"CLARKSVILLE WWTP, TN US",6/7/1991,,,0,,29.4,12.8,18.3,
USC00401790,"CLARKSVILLE WWTP, TN US",6/8/1991,,,0,,28.9,16.7,19.4,
USC00401790,"CLARKSVILLE WWTP, TN US",6/9/1991,,,0,,29.4,16.1,20,
USC00401790,"CLARKSVILLE WWTP, TN US",6/10/1991,,,0,,31.1,16.7,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",6/11/1991,,,28.7,,23.3,20,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",6/12/1991,,,0.3,,27.2,20.6,20.6,
USC00401790,"CLARKSVILLE WWTP, TN US",6/13/1991,,,0,,31.7,19.4,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",6/14/1991,,,1.8,,32.2,20.6,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",6/15/1991,,,0,,31.7,23.9,24.4,
USC00401790,"CLARKSVILLE WWTP, TN US",6/16/1991,,,0,,29.4,21.7,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",6/17/1991,,,0,,29.4,20.6,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",6/18/1991,,,10.2,,27.8,19.4,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",6/19/1991,,,6.9,,30.6,20,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",6/20/1991,,,0,,33.3,19.4,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",6/21/1991,,,46.5,,22.8,20.6,20.6,
USC00401790,"CLARKSVILLE WWTP, TN US",6/22/1991,,,4.3,,30,20,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",6/23/1991,,,0,,28.9,20,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",6/24/1991,,,1.8,,31.7,19.4,22.8,
USC00401790,"CLARKSVILLE WWTP, TN US",6/25/1991,,,0,,26.7,18.3,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",6/26/1991,,,0,,30.6,18.3,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",6/27/1991,,,0,,30,17.8,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",6/28/1991,,,0,,32.2,18.9,23.3,
USC00401790,"CLARKSVILLE WWTP, TN US",6/29/1991,,,0,,32.8,20.6,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",6/30/1991,,,0,,33.9,22.8,25.6,
USC00401790,"CLARKSVILLE WWTP, TN US",7/1/1991,,,0,,35,25.6,25.6,
USC00401790,"CLARKSVILLE WWTP, TN US",7/2/1991,,,8.1,,35,21.7,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",7/3/1991,,,0,,33.3,21.1,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",7/4/1991,,,10.4,,30,20,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",7/5/1991,,,0,,33.3,20.6,22.8,
USC00401790,"CLARKSVILLE WWTP, TN US",7/6/1991,,,0,,33.9,21.1,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",7/7/1991,,,0,,33.3,22.8,24.4,
USC00401790,"CLARKSVILLE WWTP, TN US",7/8/1991,,,36.8,,33.3,20.6,20.6,
USC00401790,"CLARKSVILLE WWTP, TN US",7/9/1991,,,0.5,,34.4,20,24.4,
USC00401790,"CLARKSVILLE WWTP, TN US",7/10/1991,,,0,,31.1,22.8,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",7/11/1991,,,6.4,,33.9,23.3,25.6,
USC00401790,"CLARKSVILLE WWTP, TN US",7/12/1991,,,3.8,,33.3,22.8,22.8,
USC00401790,"CLARKSVILLE WWTP, TN US",7/13/1991,,,2,,33.3,21.1,22.8,
USC00401790,"CLARKSVILLE WWTP, TN US",7/14/1991,,,0,,30,19.4,20.6,
USC00401790,"CLARKSVILLE WWTP, TN US",7/15/1991,,,0,,31.7,17.8,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",7/16/1991,,,0,,32.2,20,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",7/17/1991,,,0,,33.3,20,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",7/18/1991,,,0,,33.3,22.8,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",7/19/1991,,,0,,33.3,22.8,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",7/20/1991,,,0,,33.3,22.2,24.4,
USC00401790,"CLARKSVILLE WWTP, TN US",7/21/1991,,,0,,34.4,22.2,24.4,
USC00401790,"CLARKSVILLE WWTP, TN US",7/22/1991,,,0,,35.6,22.8,25,
USC00401790,"CLARKSVILLE WWTP, TN US",7/23/1991,,,0,,35.6,22.8,26.7,
USC00401790,"CLARKSVILLE WWTP, TN US",7/24/1991,,,0,,32.8,23.9,24.4,
USC00401790,"CLARKSVILLE WWTP, TN US",7/25/1991,,,0,,28.9,20.6,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",7/26/1991,,,0,,31.1,18.9,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",7/27/1991,,,0,,32.8,17.2,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",7/28/1991,,,0,,31.7,18.9,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",7/29/1991,,,0,,31.1,18.3,18.3,
USC00401790,"CLARKSVILLE WWTP, TN US",7/30/1991,,,0,,32.2,17.2,18.3,
USC00401790,"CLARKSVILLE WWTP, TN US",7/31/1991,,,0,,32.2,15,18.3,
USC00401790,"CLARKSVILLE WWTP, TN US",8/1/1991,,,0,,35.6,14.4,20,
USC00401790,"CLARKSVILLE WWTP, TN US",8/2/1991,,,0,,36.7,16.7,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",8/3/1991,,,0,,36.1,20,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",8/4/1991,,,0,,35.6,21.1,22.8,
USC00401790,"CLARKSVILLE WWTP, TN US",8/5/1991,,,0,,35.6,21.1,22.8,
USC00401790,"CLARKSVILLE WWTP, TN US",8/6/1991,,,0,,37.8,21.7,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",8/7/1991,,,0,,37.8,22.2,26.1,
USC00401790,"CLARKSVILLE WWTP, TN US",8/8/1991,,,12.4,,27.8,23.3,23.3,
USC00401790,"CLARKSVILLE WWTP, TN US",8/9/1991,,,2.3,,32.2,22.2,23.3,
USC00401790,"CLARKSVILLE WWTP, TN US",8/10/1991,,,0.5,,30.6,19.4,19.4,
USC00401790,"CLARKSVILLE WWTP, TN US",8/11/1991,,,0,,31.7,16.7,18.9,
USC00401790,"CLARKSVILLE WWTP, TN US",8/12/1991,,,0,,31.7,16.1,19.4,
USC00401790,"CLARKSVILLE WWTP, TN US",8/13/1991,,,3.3,,29.4,17.2,18.3,
USC00401790,"CLARKSVILLE WWTP, TN US",8/14/1991,,,0,,31.7,15,17.8,
USC00401790,"CLARKSVILLE WWTP, TN US",8/15/1991,,,0,,32.8,13.9,17.8,
USC00401790,"CLARKSVILLE WWTP, TN US",8/16/1991,,,0,,33.3,17.8,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",8/17/1991,,,0,,31.1,20.6,22.8,
USC00401790,"CLARKSVILLE WWTP, TN US",8/18/1991,,,0,,31.7,20.6,20.6,
USC00401790,"CLARKSVILLE WWTP, TN US",8/19/1991,,,1.8,,28.3,17.8,17.8,
USC00401790,"CLARKSVILLE WWTP, TN US",8/20/1991,,,0,,27.8,13.3,17.8,
USC00401790,"CLARKSVILLE WWTP, TN US",8/21/1991,,,0,,30,15,18.3,
USC00401790,"CLARKSVILLE WWTP, TN US",8/22/1991,,,0,,33.9,16.1,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",8/23/1991,,,0,,35,17.8,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",8/24/1991,,,0,,35,18.3,21.1,
USC00401790,"CLARKSVILLE WWTP, TN US",8/25/1991,,,0,,32.2,18.3,24.4,
USC00401790,"CLARKSVILLE WWTP, TN US",8/26/1991,,,13.5,,28.9,22.2,22.8,
USC00401790,"CLARKSVILLE WWTP, TN US",8/27/1991,,,0,,33.3,21.7,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",8/28/1991,,,2.3,,31.7,22.8,22.8,
USC00401790,"CLARKSVILLE WWTP, TN US",8/29/1991,,,0.3,,33.3,22.2,23.3,
USC00401790,"CLARKSVILLE WWTP, TN US",8/30/1991,,,0,,30.6,22.8,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",8/31/1991,,,0,,34.4,21.7,23.3,
USC00401790,"CLARKSVILLE WWTP, TN US",9/1/1991,,,3.8,,35,20.6,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",9/2/1991,,,7.6,,33.3,20,24.4,
USC00401790,"CLARKSVILLE WWTP, TN US",9/3/1991,,,0,,27.8,21.1,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",9/4/1991,,,4.6,,29.4,21.1,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",9/5/1991,,,40.6,,26.7,21.1,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",9/6/1991,,,0,,31.1,20,20.6,
USC00401790,"CLARKSVILLE WWTP, TN US",9/7/1991,,,0,,32.8,17.8,20.6,
USC00401790,"CLARKSVILLE WWTP, TN US",9/8/1991,,,2.8,,32.8,18.3,22.8,
USC00401790,"CLARKSVILLE WWTP, TN US",9/9/1991,,,0.5,,30.6,22.2,22.8,
USC00401790,"CLARKSVILLE WWTP, TN US",9/10/1991,,,0,,32.2,22.2,25,
USC00401790,"CLARKSVILLE WWTP, TN US",9/11/1991,,,14.7,,34.4,22.2,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",9/12/1991,,,0,,34.4,21.1,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",9/13/1991,,,0,,33.9,21.7,22.2,
USC00401790,"CLARKSVILLE WWTP, TN US",9/14/1991,,,0,,33.9,20.6,23.3,
USC00401790,"CLARKSVILLE WWTP, TN US",9/15/1991,,,0,,34.4,21.1,24.4,
USC00401790,"CLARKSVILLE WWTP, TN US",9/16/1991,,,0,,33.9,22.8,23.9,
USC00401790,"CLARKSVILLE WWTP, TN US",9/17/1991,,,0,,31.1,19.4,20.6,
USC00401790,"CLARKSVILLE WWTP, TN US",9/18/1991,,,12.7,,29.4,13.9,14.4,
USC00401790,"CLARKSVILLE WWTP, TN US",9/19/1991,,,0,,18.9,8.9,9.4,
USC00401790,"CLARKSVILLE WWTP, TN US",9/20/1991,,,0,,18.9,6.1,8.9,
USC00401790,"CLARKSVILLE WWTP, TN US",9/21/1991,,,0,,24.4,5.6,13.9,
USC00401790,"CLARKSVILLE WWTP, TN US",9/22/1991,,,0.5,,26.1,13.3,19.4,
USC00401790,"CLARKSVILLE WWTP, TN US",9/23/1991,,,0.8,,22.8,15,15,
USC00401790,"CLARKSVILLE WWTP, TN US",9/24/1991,,,12.2,,19.4,13.3,13.3,
USC00401790,"CLARKSVILLE WWTP, TN US",9/25/1991,,,0.3,,22.2,10.6,11.7,
USC00401790,"CLARKSVILLE WWTP, TN US",9/26/1991,,,0,,20,7.8,7.8,
USC00401790,"CLARKSVILLE WWTP, TN US",9/27/1991,,,0,,22.8,3.9,9.4,
USC00401790,"CLARKSVILLE WWTP, TN US",9/28/1991,,,0,,26.7,8.3,12.8,
USC00401790,"CLARKSVILLE WWTP, TN US",9/29/1991,,,0,,29.4,10.6,13.9,
USC00401790,"CLARKSVILLE WWTP, TN US",9/30/1991,,,0,,30,10.6,14.4,
USC00401790,"CLARKSVILLE WWTP, TN US",10/1/1991,,,0,,28.9,11.7,15.6,
USC00401790,"CLARKSVILLE WWTP, TN US",10/2/1991,,,0,,28.9,12.8,16.1,
USC00401790,"CLARKSVILLE WWTP, TN US",10/3/1991,,,0,,29.4,15,18.9,
USC00401790,"CLARKSVILLE WWTP, TN US",10/4/1991,,,0,,30.6,15.6,23.3,
USC00401790,"CLARKSVILLE WWTP, TN US",10/5/1991,,,24.4,,23.3,7.8,7.8,
USC00401790,"CLARKSVILLE WWTP, TN US",10/6/1991,,,0,,15,3.9,3.9,
USC00401790,"CLARKSVILLE WWTP, TN US",10/7/1991,,,0,,17.2,0,5,
USC00401790,"CLARKSVILLE WWTP, TN US",10/8/1991,,,0,,22.8,2.8,7.8,
USC00401790,"CLARKSVILLE WWTP, TN US",10/9/1991,,,0,,25,6.1,9.4,
USC00401790,"CLARKSVILLE WWTP, TN US",10/10/1991,,,6.6,,22.8,7.8,7.8,
USC00401790,"CLARKSVILLE WWTP, TN US",10/11/1991,,,0,,25.6,6.1,10.6,
USC00401790,"CLARKSVILLE WWTP, TN US",10/12/1991,,,0,,24.4,6.1,7.8,
USC00401790,"CLARKSVILLE WWTP, TN US",10/13/1991,,,0,,21.7,3.3,7.8,
USC00401790,"CLARKSVILLE WWTP, TN US",10/14/1991,,,10.9,,12.8,6.7,11.1,
USC00401790,"CLARKSVILLE WWTP, TN US",10/15/1991,,,0,,16.7,3.9,3.9,
USC00401790,"CLARKSVILLE WWTP, TN US",10/16/1991,,,0,,23.3,3.3,3.3,
USC00401790,"CLARKSVILLE WWTP, TN US",10/17/1991,,,0,,23.3,0.6,7.8,
USC00401790,"CLARKSVILLE WWTP, TN US",10/18/1991,,,0,,27.8,5.6,11.7,
USC00401790,"CLARKSVILLE WWTP, TN US",10/19/1991,,,0,,12.2,3.3,3.3,
USC00401790,"CLARKSVILLE WWTP, TN US",10/20/1991,,,0,,18.3,1.1,6.7,
USC00401790,"CLARKSVILLE WWTP, TN US",10/21/1991,,,0,,24.4,3.3,10.6,
USC00401790,"CLARKSVILLE WWTP, TN US",10/22/1991,,,0,,26.7,8.3,17.2,
USC00401790,"CLARKSVILLE WWTP, TN US",10/23/1991,,,15.7,,21.1,15,17.2,
USC00401790,"CLARKSVILLE WWTP, TN US",10/24/1991,,,7.9,,20,16.1,16.1,
USC00401790,"CLARKSVILLE WWTP, TN US",10/25/1991,,,0,,26.7,13.9,19.4,
USC00401790,"CLARKSVILLE WWTP, TN US",10/26/1991,,,0,,28.9,17.8,18.3,
USC00401790,"CLARKSVILLE WWTP, TN US",10/27/1991,,,22.6,,22.8,17.8,18.9,
USC00401790,"CLARKSVILLE WWTP, TN US",10/28/1991,,,1.3,,27.8,16.7,17.2,
USC00401790,"CLARKSVILLE WWTP, TN US",10/29/1991,,,0,,26.7,15,20,
USC00401790,"CLARKSVILLE WWTP, TN US",10/30/1991,,,5.1,,20,14.4,14.4,
USC00401790,"CLARKSVILLE WWTP, TN US",10/31/1991,,,0,,21.1,12.8,16.1,
USC00401790,"CLARKSVILLE WWTP, TN US",11/1/1991,,,20.3,,18.9,3.9,3.9,
USC00401790,"CLARKSVILLE WWTP, TN US",11/2/1991,,,0,,8.3,-0.6,-0.6,
USC00401790,"CLARKSVILLE WWTP, TN US",11/3/1991,,,0,,3.9,-5,-5,
USC00401790,"CLARKSVILLE WWTP, TN US",11/4/1991,,,0,,2.2,-7.2,-5.6,
USC00401790,"CLARKSVILLE WWTP, TN US",11/5/1991,,,0,,7.2,-7.8,2.8,
USC00401790,"CLARKSVILLE WWTP, TN US",11/6/1991,,,0,,13.3,-2.2,5,
USC00401790,"CLARKSVILLE WWTP, TN US",11/7/1991,,,0,,6.1,-0.6,-0.6,
USC00401790,"CLARKSVILLE WWTP, TN US",11/8/1991,,,0,,4.4,-5.6,-5,
USC00401790,"CLARKSVILLE WWTP, TN US",11/9/1991,,,0,,8.3,-7.2,-5,
USC00401790,"CLARKSVILLE WWTP, TN US",11/10/1991,,,0,,10.6,-5.6,-1.7,
USC00401790,"CLARKSVILLE WWTP, TN US",11/11/1991,,,0,,11.7,-4.4,-0.6,
USC00401790,"CLARKSVILLE WWTP, TN US",11/12/1991,,,5.1,,11.1,-1.7,0,
USC00401790,"CLARKSVILLE WWTP, TN US",11/13/1991,,,0,,16.7,-1.7,3.9,
USC00401790,"CLARKSVILLE WWTP, TN US",11/14/1991,,,0,,18.3,3.3,4.4,
USC00401790,"CLARKSVILLE WWTP, TN US",11/15/1991,,,22.9,,14.4,3.3,13.9,
USC00401790,"CLARKSVILLE WWTP, TN US",11/16/1991,,,0.3,,20,12.2,13.3,
USC00401790,"CLARKSVILLE WWTP, TN US",11/17/1991,,,0,,23.9,13.3,18.3,
USC00401790,"CLARKSVILLE WWTP, TN US",11/18/1991,,,0.8,,21.1,16.1,17.8,
USC00401790,"CLARKSVILLE WWTP, TN US",11/19/1991,,,4.6,,21.7,17.2,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",11/20/1991,,,46,,22.2,10,13.9,
USC00401790,"CLARKSVILLE WWTP, TN US",11/21/1991,,,0.3,,13.9,10.6,11.1,
USC00401790,"CLARKSVILLE WWTP, TN US",11/22/1991,,,4.8,,14.4,8.9,9.4,
USC00401790,"CLARKSVILLE WWTP, TN US",11/23/1991,,,0,,10.6,0.6,0.6,
USC00401790,"CLARKSVILLE WWTP, TN US",11/24/1991,,,0,,6.1,-3.3,-2.8,
USC00401790,"CLARKSVILLE WWTP, TN US",11/25/1991,,,0,,5,-5.6,-3.9,
USC00401790,"CLARKSVILLE WWTP, TN US",11/26/1991,,,0,,10.6,-5.6,-0.6,
USC00401790,"CLARKSVILLE WWTP, TN US",11/27/1991,,,0.5,,11.1,-1.1,8.9,
USC00401790,"CLARKSVILLE WWTP, TN US",11/28/1991,,,0,,19.4,8.9,14.4,
USC00401790,"CLARKSVILLE WWTP, TN US",11/29/1991,,,0,,22.8,11.7,21.7,
USC00401790,"CLARKSVILLE WWTP, TN US",11/30/1991,,,10.9,,,5.6,5.6,
USC00401790,"CLARKSVILLE WWTP, TN US",12/1/1991,,,19.8,,6.7,5,5.6,
USC00401790,"CLARKSVILLE WWTP, TN US",12/2/1991,,,59.2,,10,3.9,3.9,
USC00401790,"CLARKSVILLE WWTP, TN US",12/3/1991,,,0.3,,4.4,-0.6,-0.6,
USC00401790,"CLARKSVILLE WWTP, TN US",12/4/1991,,,0,,0.6,-5.6,-5,
USC00401790,"CLARKSVILLE WWTP, TN US",12/5/1991,,,0,,11.1,-5.6,3.9,
USC00401790,"CLARKSVILLE WWTP, TN US",12/6/1991,,,0,,15.6,0,3.3,
USC00401790,"CLARKSVILLE WWTP, TN US",12/7/1991,,,0,,16.7,2.8,13.9,
USC00401790,"CLARKSVILLE WWTP, TN US",12/8/1991,,,0,,19.4,13.9,16.1,
USC00401790,"CLARKSVILLE WWTP, TN US",12/9/1991,,,16,,16.1,2.8,2.8,
USC00401790,"CLARKSVILLE WWTP, TN US",12/10/1991,,,0,,13.9,-0.6,2.2,
USC00401790,"CLARKSVILLE WWTP, TN US",12/11/1991,,,0,,16.1,0.6,7.8,
USC00401790,"CLARKSVILLE WWTP, TN US",12/12/1991,,,6.9,,18.9,7.8,16.7,
USC00401790,"CLARKSVILLE WWTP, TN US",12/13/1991,,,32.5,,17.8,12.8,13.9,
USC00401790,"CLARKSVILLE WWTP, TN US",12/14/1991,,,0.3,,14.4,-2.8,-2.8,
USC00401790,"CLARKSVILLE WWTP, TN US",12/15/1991,,,0,,8.9,-4.4,-3.3,
USC00401790,"CLARKSVILLE WWTP, TN US",12/16/1991,,,0,,11.1,-5.6,5,
USC00401790,"CLARKSVILLE WWTP, TN US",12/17/1991,,,0,,13.9,-2.2,-2.2,
USC00401790,"CLARKSVILLE WWTP, TN US",12/18/1991,,,0,,3.3,-5,-5,
USC00401790,"CLARKSVILLE WWTP, TN US",12/19/1991,,,0,,5.6,-6.7,2.2,
USC00401790,"CLARKSVILLE WWTP, TN US",12/20/1991,,,0,,10.6,2.2,10,
USC00401790,"CLARKSVILLE WWTP, TN US",12/21/1991,,,7.4,,10,5.6,5.6,
USC00401790,"CLARKSVILLE WWTP, TN US",12/22/1991,,,7.6,,13.3,5.6,13.3,
USC00401790,"CLARKSVILLE WWTP, TN US",12/23/1991,,,9.1,,17.2,5,5,
USC00401790,"CLARKSVILLE WWTP, TN US",12/24/1991,,,0,,7.2,-2.8,-2.8,
USC00401790,"CLARKSVILLE WWTP, TN US",12/25/1991,,,0,,10,-4.4,-2.2,
USC00401790,"CLARKSVILLE WWTP, TN US",12/26/1991,,,0,,13.9,-3.3,6.7,
USC00401790,"CLARKSVILLE WWTP, TN US",12/27/1991,,,0.5,,12.2,5,6.7,
USC00401790,"CLARKSVILLE WWTP, TN US",12/28/1991,,,5.6,,7.8,5.6,6.7,
USC00401790,"CLARKSVILLE WWTP, TN US",12/29/1991,,,0.3,,6.7,2.8,3.3,
USC00401790,"CLARKSVILLE WWTP, TN US",12/30/1991,,,0,,3.3,1.7,2.8,
USC00401790,"CLARKSVILLE WWTP, TN US",12/31/1991,,,0,,7.2,0.6,0.6,
USC00401790,"CLARKSVILLE WWTP, TN US",1/1/1992,,,0,,12.8,-1.7,6.1,
USC00401790,"CLARKSVILLE WWTP, TN US",1/2/1992,,,3.3,,11.1,5.6,6.1,
USC00401790,"CLARKSVILLE WWTP, TN US",1/3/1992,,,5.6,,8.9,5.6,5.6,
USC00401790,"CLARKSVILLE WWTP, TN US",1/4/1992,,,0.3,,5.6,2.8,3.3,
USC00401790,"CLARKSVILLE WWTP, TN US",1/5/1992,,,0,,6.7,2.8,3.9,
USC00401790,"CLARKSVILLE WWTP, TN US",1/6/1992,,,0,,8.9,0,0,
USC00401790,"CLARKSVILLE WWTP, TN US",1/7/1992,,,0,,12.8,-2.2,1.1,
USC00401790,"CLARKSVILLE WWTP, TN US",1/8/1992,,,12.2,,10,-0.6,9.4,
USC00401790,"CLARKSVILLE WWTP, TN US",1/9/1992,,,0.5,,11.7,3.3,3.9,
USC00401790,"CLARKSVILLE WWTP, TN US",1/10/1992,,,0,,3.9,-2.8,-2.8,
USC00401790,"CLARKSVILLE WWTP, TN US",1/11/1992,,,0.3,,10.6,-5,0.6,
USC00401790,"CLARKSVILLE WWTP, TN US",1/12/1992,,,6.4,,8.3,-1.1,7.8,
USC00401790,"CLARKSVILLE WWTP, TN US",1/13/1992,,,9.9,,10,6.1,6.1,
USC00401790,"CLARKSVILLE WWTP, TN US",1/14/1992,,,2.8,,6.1,-6.1,-6.1,
USC00401790,"CLARKSVILLE WWTP, TN US",1/15/1992,,,0.5,,1.7,-10.6,-10.6,
